author id,created_at,tweet_id,tweet,entities,like_count,quote_count,retweet_count
author id,created_at,tweet_id,tweet,entities,like_count,quote_count,retweet_count
1300417523146399747,2022-09-29 23:59:13+00:00,1575636345279520769,RT @KoronaKitaya: @tommy_cleary @BillyBostickson @SharriMarkson @gdemaneuf @Daoyu15 @jhas5 @FoolsMultiply @aemangus91 @capitolsheila @kever…,"{'mentions': [{'start': 3, 'end': 16, 'username': 'KoronaKitaya', 'id': '1300417523146399747'}, {'start': 18, 'end': 31, 'username': 'tommy_cleary', 'id': '3033477774'}, {'start': 32, 'end': 48, 'username': 'BillyBostickson', 'id': '605269037'}, {'start': 49, 'end': 63, 'username': 'SharriMarkson', 'id': '52327900'}, {'start': 64, 'end': 74, 'username': 'gdemaneuf', 'id': '283984383'}, {'start': 75, 'end': 83, 'username': 'Daoyu15', 'id': '1257153046565421056'}, {'start': 84, 'end': 90, 'username': 'jhas5', 'id': '44971483'}, {'start': 91, 'end': 105, 'username': 'FoolsMultiply', 'id': '1115723971654107136'}, {'start': 106, 'end': 117, 'username': 'aemangus91', 'id': '1221208014922964992'}, {'start': 118, 'end': 132, 'username': 'capitolsheila', 'id': '473536122'}]}",0,0,2
1300417523146399747,2022-09-29 23:59:06+00:00,1575636317819482117,"@tommy_cleary @BillyBostickson @SharriMarkson @gdemaneuf @Daoyu15 @jhas5 @FoolsMultiply @aemangus91 @capitolsheila @keverington @lissnup @R_H_Ebright @CharlesRixey @CentristXtreme @zhiyanle @Muller_Lab @Byron_Wan @franciscodeasis @GMWatch @MonaRahalkar @quay_dr @TheSeeker268 @Ayjchan @mattwridley @ianbirrell @Tantalite @joshrogin @AGHuff @samhusseini @NIH @sciencedirect @JVirology @jbloom_lab @JohnsHopkins @SpringerNature @BillGates @gatesfoundation @CGTNOfficial @globaltimesnews @Amb_ZhuJing Sep-18, Chinese virologist Qiu Xiangguo, sent Ebola to Wuhan Institute of Virology (likely where Covid was made)

Dec-18, China's Academy of Military Medical Science, published ""study"" on Ebola

06-Aug-22, the 22nd ""medical"" team sent to Uganda

Aug-22, Ebola outbreak in Uganda https://t.co/MV3n1llSQW","{'urls': [{'start': 777, 'end': 800, 'url': 'https://t.co/MV3n1llSQW', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636317819482117/photo/1', 'display_url': 'pic.twitter.com/MV3n1llSQW', 'media_key': '3_1575636287721156608'}, {'start': 777, 'end': 800, 'url': 'https://t.co/MV3n1llSQW', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636317819482117/photo/1', 'display_url': 'pic.twitter.com/MV3n1llSQW', 'media_key': '3_1575636295589629953'}, {'start': 777, 'end': 800, 'url': 'https://t.co/MV3n1llSQW', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636317819482117/photo/1', 'display_url': 'pic.twitter.com/MV3n1llSQW', 'media_key': '3_1575636306792620032'}, {'start': 777, 'end': 800, 'url': 'https://t.co/MV3n1llSQW', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636317819482117/photo/1', 'display_url': 'pic.twitter.com/MV3n1llSQW', 'media_key': '3_1575636314833108992'}], 'annotations': [{'start': 525, 'end': 536, 'probability': 0.5933, 'type': 'Other', 'normalized_text': 'Qiu Xiangguo'}, {'start': 553, 'end': 579, 'probability': 0.627, 'type': 'Organization', 'normalized_text': 'Wuhan Institute of Virology'}, {'start': 595, 'end': 599, 'probability': 0.9265, 'type': 'Other', 'normalized_text': 'Covid'}, {'start': 620, 'end': 624, 'probability': 0.7933, 'type': 'Place', 'normalized_text': 'China'}, {'start': 626, 'end': 662, 'probability': 0.4751, 'type': 'Organization', 'normalized_text': 's Academy of Military Medical Science'}, {'start': 736, 'end': 741, 'probability': 0.945, 'type': 'Place', 'normalized_text': 'Uganda'}, {'start': 770, 'end': 775, 'probability': 0.9497, 'type': 'Place', 'normalized_text': 'Uganda'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'tommy_cleary', 'id': '3033477774'}, {'start': 14, 'end': 30, 'username': 'BillyBostickson', 'id': '605269037'}, {'start': 31, 'end': 45, 'username': 'SharriMarkson', 'id': '52327900'}, {'start': 46, 'end': 56, 'username': 'gdemaneuf', 'id': '283984383'}, {'start': 57, 'end': 65, 'username': 'Daoyu15', 'id': '1257153046565421056'}, {'start': 66, 'end': 72, 'username': 'jhas5', 'id': '44971483'}, {'start': 73, 'end': 87, 'username': 'FoolsMultiply', 'id': '1115723971654107136'}, {'start': 88, 'end': 99, 'username': 'aemangus91', 'id': '1221208014922964992'}, {'start': 100, 'end': 114, 'username': 'capitolsheila', 'id': '473536122'}, {'start': 115, 'end': 127, 'username': 'keverington', 'id': '19421024'}, {'start': 128, 'end': 136, 'username': 'lissnup', 'id': '53223847'}, {'start': 137, 'end': 149, 'username': 'R_H_Ebright', 'id': '47791337'}, {'start': 150, 'end': 163, 'username': 'CharlesRixey', 'id': '1304319774906814464'}, {'start': 164, 'end': 179, 'username': 'CentristXtreme', 'id': '1315689363972513794'}, {'start': 180, 'end': 189, 'username': 'zhiyanle', 'id': '81255906'}, {'start': 190, 'end': 201, 'username': 'Muller_Lab', 'id': '1195361426749231106'}, {'start': 202, 'end': 212, 'username': 'Byron_Wan', 'id': '2888593734'}, {'start': 213, 'end': 229, 'username': 'franciscodeasis', 'id': '18538197'}, {'start': 230, 'end': 238, 'username': 'GMWatch', 'id': '66401056'}, {'start': 239, 'end': 252, 'username': 'MonaRahalkar', 'id': '1278555109262110720'}, {'start': 253, 'end': 261, 'username': 'quay_dr', 'id': '1257597632450457600'}, {'start': 262, 'end': 275, 'username': 'TheSeeker268', 'id': '1170129955558047745'}, {'start': 276, 'end': 284, 'username': 'Ayjchan', 'id': '431762931'}, {'start': 285, 'end': 297, 'username': 'mattwridley', 'id': '51837775'}, {'start': 298, 'end': 309, 'username': 'ianbirrell', 'id': '142230413'}, {'start': 310, 'end': 320, 'username': 'Tantalite', 'id': '795981152'}, {'start': 321, 'end': 331, 'username': 'joshrogin', 'id': '15766082'}, {'start': 332, 'end': 339, 'username': 'AGHuff', 'id': '1453047454677491718'}, {'start': 340, 'end': 352, 'username': 'samhusseini', 'id': '20731951'}, {'start': 353, 'end': 357, 'username': 'NIH', 'id': '15134240'}, {'start': 358, 'end': 372, 'username': 'sciencedirect', 'id': '19452570'}, {'start': 373, 'end': 383, 'username': 'JVirology', 'id': '3853074935'}, {'start': 384, 'end': 395, 'username': 'jbloom_lab', 'id': '2583382082'}, {'start': 396, 'end': 409, 'username': 'JohnsHopkins', 'id': '14441010'}, {'start': 410, 'end': 425, 'username': 'SpringerNature', 'id': '253588542'}, {'start': 426, 'end': 436, 'username': 'BillGates', 'id': '50393960'}, {'start': 437, 'end': 453, 'username': 'gatesfoundation', 'id': '17899109'}, {'start': 454, 'end': 467, 'username': 'CGTNOfficial', 'id': '1115874631'}, {'start': 468, 'end': 484, 'username': 'globaltimesnews', 'id': '49616273'}, {'start': 485, 'end': 497, 'username': 'Amb_ZhuJing', 'id': '1215218674459525120'}]}",1,0,2
1300417523146399747,2022-09-29 23:58:03+00:00,1575636053741871104,"@TGTM_Official Sep-18, Chinese virologist Qiu Xiangguo, sent Ebola to Wuhan Institute of Virology (likely where Covid was made)

Dec-18, China's Academy of Military Medical Science, published ""study"" on Ebola

06-Aug-22, the 22nd ""medical"" team sent to Uganda

Aug-22, Ebola outbreak in Uganda https://t.co/Y3XCt8zHo0","{'urls': [{'start': 294, 'end': 317, 'url': 'https://t.co/Y3XCt8zHo0', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636053741871104/photo/1', 'display_url': 'pic.twitter.com/Y3XCt8zHo0', 'media_key': '3_1575636025187057664'}, {'start': 294, 'end': 317, 'url': 'https://t.co/Y3XCt8zHo0', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636053741871104/photo/1', 'display_url': 'pic.twitter.com/Y3XCt8zHo0', 'media_key': '3_1575636032204087296'}, {'start': 294, 'end': 317, 'url': 'https://t.co/Y3XCt8zHo0', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636053741871104/photo/1', 'display_url': 'pic.twitter.com/Y3XCt8zHo0', 'media_key': '3_1575636041800699904'}, {'start': 294, 'end': 317, 'url': 'https://t.co/Y3XCt8zHo0', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575636053741871104/photo/1', 'display_url': 'pic.twitter.com/Y3XCt8zHo0', 'media_key': '3_1575636050541625344'}], 'annotations': [{'start': 42, 'end': 53, 'probability': 0.6065, 'type': 'Person', 'normalized_text': 'Qiu Xiangguo'}, {'start': 61, 'end': 65, 'probability': 0.4066, 'type': 'Other', 'normalized_text': 'Ebola'}, {'start': 70, 'end': 96, 'probability': 0.7162, 'type': 'Organization', 'normalized_text': 'Wuhan Institute of Virology'}, {'start': 112, 'end': 116, 'probability': 0.925, 'type': 'Other', 'normalized_text': 'Covid'}, {'start': 137, 'end': 141, 'probability': 0.9372, 'type': 'Place', 'normalized_text': 'China'}, {'start': 145, 'end': 179, 'probability': 0.4541, 'type': 'Other', 'normalized_text': 'Academy of Military Medical Science'}, {'start': 203, 'end': 207, 'probability': 0.3962, 'type': 'Other', 'normalized_text': 'Ebola'}, {'start': 253, 'end': 258, 'probability': 0.959, 'type': 'Place', 'normalized_text': 'Uganda'}, {'start': 269, 'end': 273, 'probability': 0.488, 'type': 'Other', 'normalized_text': 'Ebola'}, {'start': 287, 'end': 292, 'probability': 0.9826, 'type': 'Place', 'normalized_text': 'Uganda'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'TGTM_Official', 'id': '1500639956737597442'}]}",5,0,0
1300417523146399747,2022-09-29 23:50:05+00:00,1575634045857239040,"@visegrad24 Sep-18, Chinese virologist Qiu Xiangguo, sent Ebola to Wuhan Institute of Virology (likely where Covid was made)

Dec-18, China's Academy of Military Medical Science, published ""study"" on Ebola

06-Aug-22, the 22nd ""medical"" team sent to Uganda

Aug-22, Ebola outbreak in Uganda https://t.co/AeeZWGTVKv","{'urls': [{'start': 291, 'end': 314, 'url': 'https://t.co/AeeZWGTVKv', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575634045857239040/photo/1', 'display_url': 'pic.twitter.com/AeeZWGTVKv', 'media_key': '3_1575634020200697856'}, {'start': 291, 'end': 314, 'url': 'https://t.co/AeeZWGTVKv', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575634045857239040/photo/1', 'display_url': 'pic.twitter.com/AeeZWGTVKv', 'media_key': '3_1575634030082478080'}, {'start': 291, 'end': 314, 'url': 'https://t.co/AeeZWGTVKv', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575634045857239040/photo/1', 'display_url': 'pic.twitter.com/AeeZWGTVKv', 'media_key': '3_1575634037971877888'}, {'start': 291, 'end': 314, 'url': 'https://t.co/AeeZWGTVKv', 'expanded_url': 'https://twitter.com/KoronaKitaya/status/1575634045857239040/photo/1', 'display_url': 'pic.twitter.com/AeeZWGTVKv', 'media_key': '3_1575634043193896961'}], 'annotations': [{'start': 39, 'end': 50, 'probability': 0.6065, 'type': 'Person', 'normalized_text': 'Qiu Xiangguo'}, {'start': 58, 'end': 62, 'probability': 0.4066, 'type': 'Other', 'normalized_text': 'Ebola'}, {'start': 67, 'end': 93, 'probability': 0.7162, 'type': 'Organization', 'normalized_text': 'Wuhan Institute of Virology'}, {'start': 109, 'end': 113, 'probability': 0.925, 'type': 'Other', 'normalized_text': 'Covid'}, {'start': 134, 'end': 138, 'probability': 0.9372, 'type': 'Place', 'normalized_text': 'China'}, {'start': 142, 'end': 176, 'probability': 0.4541, 'type': 'Other', 'normalized_text': 'Academy of Military Medical Science'}, {'start': 200, 'end': 204, 'probability': 0.3962, 'type': 'Other', 'normalized_text': 'Ebola'}, {'start': 250, 'end': 255, 'probability': 0.959, 'type': 'Place', 'normalized_text': 'Uganda'}, {'start': 266, 'end': 270, 'probability': 0.488, 'type': 'Other', 'normalized_text': 'Ebola'}, {'start': 284, 'end': 289, 'probability': 0.9826, 'type': 'Place', 'normalized_text': 'Uganda'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'visegrad24', 'id': '1222773302441148416'}]}",0,0,0
1530477115,2022-09-29 23:34:17+00:00,1575630072928534528,"@chrischirp Things are not quite what they seem, take Christina paid mouthpiece for Jeremy Farrar Wellcome Trust who has 'corrupted science and public health'    STATISTICAL STAFF AND THOSE INVOLVED IN THE PRODUCTION AND QUALITY ASSURANCE OF THE DOCUMENT ARE EXCLUDED' https://t.co/lc2ZaGdkOx https://t.co/Gb9SOQVt5A","{'urls': [{'start': 269, 'end': 292, 'url': 'https://t.co/lc2ZaGdkOx', 'expanded_url': 'https://gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports/pre-release-access-2020-to-2021-weekly-national-flu-and-covid-19-surveillance-report', 'display_url': 'gov.uk/government/sta…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1613324396931809280/rRruA04t?format=png&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1613324396931809280/rRruA04t?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Pre-release access: 2020 to 2021 weekly national flu and COVID-19 surveillance report', 'description': 'We’d like to set additional cookies to understand how you use GOV.UK, remember your settings and improve government services. We also use cookies set by other sites to help us deliver content from their services. Where we have identified any third party copyright information you will need to obtain permission from the copyright holders concerned. This publication is available at https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports/pre-release-access-2020-to-2021-weekly-na', 'unwound_url': 'https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports/pre-release-access-2020-to-2021-weekly-national-flu-and-covid-19-surveillance-report'}, {'start': 293, 'end': 316, 'url': 'https://t.co/Gb9SOQVt5A', 'expanded_url': 'https://twitter.com/phyl_joy/status/1575630072928534528/photo/1', 'display_url': 'pic.twitter.com/Gb9SOQVt5A', 'media_key': '3_1575628496138903552'}], 'annotations': [{'start': 54, 'end': 62, 'probability': 0.7599, 'type': 'Person', 'normalized_text': 'Christina'}, {'start': 84, 'end': 96, 'probability': 0.9275, 'type': 'Person', 'normalized_text': 'Jeremy Farrar'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'chrischirp', 'id': '84035041'}]}",0,0,0
1113112935277256704,2022-09-29 18:53:03+00:00,1575559298289369089,RT @UTEPPsychology: New research from the PATCH Lab suggests that individuals with greater suicidality were less likely to perceive COVID-1…,"{'annotations': [{'start': 42, 'end': 50, 'probability': 0.7184, 'type': 'Other', 'normalized_text': 'PATCH Lab'}, {'start': 132, 'end': 138, 'probability': 0.9846, 'type': 'Other', 'normalized_text': 'COVID-1'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'UTEPPsychology', 'id': '1176957184531423233'}]}",0,0,2
1013328758378500096,2022-09-29 18:52:47+00:00,1575559231205277696,RT @UTEPPsychology: New research from the PATCH Lab suggests that individuals with greater suicidality were less likely to perceive COVID-1…,"{'annotations': [{'start': 42, 'end': 50, 'probability': 0.7184, 'type': 'Other', 'normalized_text': 'PATCH Lab'}, {'start': 132, 'end': 138, 'probability': 0.9846, 'type': 'Other', 'normalized_text': 'COVID-1'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'UTEPPsychology', 'id': '1176957184531423233'}]}",0,0,2
17504561,2022-09-29 18:06:32+00:00,1575547590355329024,"RT @mikeLem96580679: @adriandix @NicholasSimons @VCHhealthcare Do you want to believe Adrian Dix minister of lies?
 he was dismissed for ba…","{'annotations': [{'start': 86, 'end': 95, 'probability': 0.95, 'type': 'Person', 'normalized_text': 'Adrian Dix'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'mikeLem96580679', 'id': '1425857882180833285'}, {'start': 21, 'end': 31, 'username': 'adriandix', 'id': '22997830'}, {'start': 32, 'end': 47, 'username': 'NicholasSimons', 'id': '49528715'}, {'start': 48, 'end': 62, 'username': 'VCHhealthcare', 'id': '317255492'}]}",0,0,1
146196745,2022-09-29 17:23:01+00:00,1575536637874171904,"@Lucky_Laz @nntaleb Great now you're almost at the same conclusion of thr original post.

Cool numbers, how did you calculate them? I disagree with the results of your rigourous research and analysis.

For one ex of why, see: https://t.co/liqu33gxil https://t.co/WTuCpfSW7a","{'urls': [{'start': 226, 'end': 249, 'url': 'https://t.co/liqu33gxil', 'expanded_url': 'https://ncdp.columbia.edu/custom-content/uploads/2020/10/Avoidable-COVID-19-Deaths-US-NCDP.pdf', 'display_url': 'ncdp.columbia.edu/custom-content…', 'unwound_url': 'https://ncdp.columbia.edu/custom-content/uploads/2020/10/Avoidable-COVID-19-Deaths-US-NCDP.pdf'}, {'start': 250, 'end': 273, 'url': 'https://t.co/WTuCpfSW7a', 'expanded_url': 'https://twitter.com/jamiewitter/status/1575536637874171904/photo/1', 'display_url': 'pic.twitter.com/WTuCpfSW7a', 'media_key': '3_1575536626763460609'}, {'start': 250, 'end': 273, 'url': 'https://t.co/WTuCpfSW7a', 'expanded_url': 'https://twitter.com/jamiewitter/status/1575536637874171904/photo/1', 'display_url': 'pic.twitter.com/WTuCpfSW7a', 'media_key': '3_1575536631943430145'}, {'start': 250, 'end': 273, 'url': 'https://t.co/WTuCpfSW7a', 'expanded_url': 'https://twitter.com/jamiewitter/status/1575536637874171904/photo/1', 'display_url': 'pic.twitter.com/WTuCpfSW7a', 'media_key': '3_1575536635043020800'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'Lucky_Laz', 'id': '2670215756'}, {'start': 11, 'end': 19, 'username': 'nntaleb', 'id': '381289719'}]}",0,0,0
