author id,created_at,tweet_id,tweet,entities,like_count,quote_count,retweet_count
author id,created_at,tweet_id,tweet,entities,like_count,quote_count,retweet_count
624741434,2021-10-30 23:32:19+00:00,1454592027824431105,"RT @Robber_Baron_: They hate your kids and they hate science too.

Joe Biden &amp; Emmanuel Macron are more likely to die of Covid than your un…","{'mentions': [{'start': 3, 'end': 17, 'username': 'Robber_Baron_', 'id': '1436062226595651593'}], 'annotations': [{'start': 67, 'end': 75, 'probability': 0.9554, 'type': 'Person', 'normalized_text': 'Joe Biden'}, {'start': 83, 'end': 97, 'probability': 0.9692, 'type': 'Person', 'normalized_text': 'Emmanuel Macron'}, {'start': 125, 'end': 129, 'probability': 0.9322, 'type': 'Other', 'normalized_text': 'Covid'}]}",0,0,48
1274048924911894530,2021-10-30 19:50:40+00:00,1454536251059625994,"RT @TimPetrovic: ""People who are fully vaccinated against Covid yet catch the virus are just as infectious to others in their household as…","{'mentions': [{'start': 3, 'end': 15, 'username': 'TimPetrovic', 'id': '1142134918744543232'}], 'annotations': [{'start': 58, 'end': 62, 'probability': 0.9742, 'type': 'Other', 'normalized_text': 'Covid'}]}",0,0,6
52191473,2021-10-30 19:43:20+00:00,1454534404882112513,"RT @Robber_Baron_: They hate your kids and they hate science too.

Joe Biden &amp; Emmanuel Macron are more likely to die of Covid than your un…","{'mentions': [{'start': 3, 'end': 17, 'username': 'Robber_Baron_', 'id': '1436062226595651593'}], 'annotations': [{'start': 67, 'end': 75, 'probability': 0.9554, 'type': 'Person', 'normalized_text': 'Joe Biden'}, {'start': 83, 'end': 97, 'probability': 0.9692, 'type': 'Person', 'normalized_text': 'Emmanuel Macron'}, {'start': 125, 'end': 129, 'probability': 0.9322, 'type': 'Other', 'normalized_text': 'Covid'}]}",0,0,48
63781564,2021-10-30 19:11:04+00:00,1454526281903742984,"Early retirement surging as a result of Covid, research finds; about 3 million people retired earlier than they likely had planned as a result of the Covid environment https://t.co/tLzARkQIQa @InvestmentNews @EmileHallez https://t.co/psCD5X04J7","{'mentions': [{'start': 192, 'end': 207, 'username': 'investmentnews', 'id': '63781564'}, {'start': 208, 'end': 220, 'username': 'EmileHallez', 'id': '2491503804'}], 'annotations': [{'start': 40, 'end': 44, 'probability': 0.9673, 'type': 'Other', 'normalized_text': 'Covid'}, {'start': 150, 'end': 154, 'probability': 0.9669, 'type': 'Other', 'normalized_text': 'Covid'}], 'urls': [{'start': 168, 'end': 191, 'url': 'https://t.co/tLzARkQIQa', 'expanded_url': 'https://bit.ly/2XX2XJE', 'display_url': 'bit.ly/2XX2XJE'}, {'start': 221, 'end': 244, 'url': 'https://t.co/psCD5X04J7', 'expanded_url': 'https://twitter.com/investmentnews/status/1454526281903742984/photo/1', 'display_url': 'pic.twitter.com/psCD5X04J7', 'media_key': '3_1454526278619566082'}]}",0,0,0
1220595548,2021-10-30 14:37:17+00:00,1454457382025629700,"RT @alt_localgov: @billmaher says “Natural immunity is the best immunity.”

But science says, “Unvaccinated people with a previous infectio…","{'mentions': [{'start': 3, 'end': 16, 'username': 'alt_localgov', 'id': '877422306242572288'}, {'start': 18, 'end': 28, 'username': 'billmaher', 'id': '19697415'}]}",0,0,1
1317098012171173890,2021-10-30 14:29:14+00:00,1454455356759973895,"RT @Robber_Baron_: They hate your kids and they hate science too.

Joe Biden &amp; Emmanuel Macron are more likely to die of Covid than your un…","{'mentions': [{'start': 3, 'end': 17, 'username': 'Robber_Baron_', 'id': '1436062226595651593'}], 'annotations': [{'start': 67, 'end': 75, 'probability': 0.9554, 'type': 'Person', 'normalized_text': 'Joe Biden'}, {'start': 83, 'end': 97, 'probability': 0.9692, 'type': 'Person', 'normalized_text': 'Emmanuel Macron'}, {'start': 125, 'end': 129, 'probability': 0.9322, 'type': 'Other', 'normalized_text': 'Covid'}]}",0,0,48
877422306242572288,2021-10-30 14:27:48+00:00,1454454996020256771,"@billmaher says “Natural immunity is the best immunity.”

But science says, “Unvaccinated people with a previous infection were 5x more likely to have a positive COVID-19 test compared to vaccinated people.” https://t.co/5pQIaCi0Ms

Get your shots and stop screwing around. https://t.co/SBfclSAMro","{'mentions': [{'start': 0, 'end': 10, 'username': 'billmaher', 'id': '19697415'}], 'annotations': [{'start': 162, 'end': 169, 'probability': 0.9881, 'type': 'Other', 'normalized_text': 'COVID-19'}], 'urls': [{'start': 208, 'end': 231, 'url': 'https://t.co/5pQIaCi0Ms', 'expanded_url': 'https://www.cdc.gov/mmwr/volumes/70/wr/mm7044e1.htm', 'display_url': 'cdc.gov/mmwr/volumes/7…'}, {'start': 274, 'end': 297, 'url': 'https://t.co/SBfclSAMro', 'expanded_url': 'https://twitter.com/alt_localgov/status/1454454996020256771/photo/1', 'display_url': 'pic.twitter.com/SBfclSAMro', 'media_key': '3_1454454992241250309'}]}",5,0,1
2288815502,2021-10-30 14:08:39+00:00,1454450180003008518,RT @kfzimmermann: Issue January 2022 available online! @Springernomics 10 fresh research papers on family conflict &amp; child school achieveme…,"{'mentions': [{'start': 3, 'end': 16, 'username': 'kfzimmermann', 'id': '740292063053352960'}, {'start': 55, 'end': 70, 'username': 'Springernomics', 'id': '183223458'}]}",0,0,5
1184810293915992064,2021-10-30 13:27:13+00:00,1454439752304926728,"Research shows pregnant ppeople are more likely to become seriously ill from Covid-19; 98% of those in hospital due to Covid-19 are unvaccinated.  

Please have a read of the following - help us keep you &amp; your baby safe by having the vaccine.

https://t.co/dpS8dK7dgp https://t.co/hu955V3Auo","{'annotations': [{'start': 77, 'end': 84, 'probability': 0.9862, 'type': 'Other', 'normalized_text': 'Covid-19'}, {'start': 119, 'end': 126, 'probability': 0.9855, 'type': 'Other', 'normalized_text': 'Covid-19'}], 'urls': [{'start': 249, 'end': 272, 'url': 'https://t.co/dpS8dK7dgp', 'expanded_url': 'https://www.gov.uk/government/publications/covid-19-vaccination-women-of-childbearing-age-currently-pregnant-planning-a-pregnancy-or-breastfeeding/covid-19-vaccination-a-guide-for-women-of-childbearing-age-pregnant-planning-a-pregnancy-or-breastfeeding', 'display_url': 'gov.uk/government/pub…'}, {'start': 273, 'end': 296, 'url': 'https://t.co/hu955V3Auo', 'expanded_url': 'https://twitter.com/NandW_LMNS/status/1454439752304926728/photo/1', 'display_url': 'pic.twitter.com/hu955V3Auo', 'media_key': '3_1454439712140189703'}]}",0,0,0
